Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
COLLEGES (année scolaire 2022/2023);CLAUDE DEBUSSY;4 PLACE DU COMMERCE;15ème Ardt;75115;2022-2023;Collège;;;;;"{""coordinates"": [2.2915976475106854, 48.84529147463902], ""type"": ""Point""}";48.84529147463902, 2.2915976475106854
4892;CHAMPIONNET (113) POLY;113 RUE CHAMPIONNET;18ème Ardt;75118;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.339143362226737, 48.895588312904216], ""type"": ""Point""}";48.895588312904216, 2.339143362226737
COLLEGES (année scolaire 2022/2023);MOLIERE;71 RUE DU RANELAGH;16ème Ardt;75116;2022-2023;Collège;;;;;"{""coordinates"": [2.272125246761933, 48.85500051295463], ""type"": ""Point""}";48.85500051295463, 2.272125246761933
COLLEGES (année scolaire 2022/2023);JEAN-BAPTISTE CLEMENT;26 RUE HENRI CHEVREAU;20ème Ardt;75120;2022-2023;Collège;;;;;"{""coordinates"": [2.3893779158619775, 48.86995320747503], ""type"": ""Point""}";48.86995320747503, 2.3893779158619775
4890;OLIVIER METRA (29) MAT;29 RUE OLIVIER METRA;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.393865538583321, 48.87297651621066], ""type"": ""Point""}";48.87297651621066, 2.393865538583321
4890;ROCHECHOUART (68) MAT;68 RUE DE ROCHECHOUART;9ème Ardt;75109;2022-2023;MAT;;;;;"{""coordinates"": [2.346594385299589, 48.881386665636555], ""type"": ""Point""}";48.881386665636555, 2.346594385299589
4890;GLACIERE (100) MAT;100 RUE DE LA GLACIERE;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.3429107032425702, 48.829792234688384], ""type"": ""Point""}";48.829792234688384, 2.3429107032425702
4892;CHAT.DES RENTIERS (173) ELEM;173 RUE CHATEAU DES RENTIERS;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.36180629302491, 48.83038656153507], ""type"": ""Point""}";48.83038656153507, 2.36180629302491
4892;LEVERT (1) ELEM;1 RUE LEVERT;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.389634851915271, 48.87307278089847], ""type"": ""Point""}";48.87307278089847, 2.389634851915271
4892;ST BERNARD (31) ELEM;31 RUE SAINT BERNARD;11ème Ardt;75111;2022-2023;ELE;;;;;"{""coordinates"": [2.3808836576778427, 48.85270349257682], ""type"": ""Point""}";48.85270349257682, 2.3808836576778427
4892;CAMBON (28) ELEM;28 RUE CAMBON;1er Ardt;75101;2022-2023;ELE;;;;;"{""coordinates"": [2.3268561889341104, 48.86811242522675], ""type"": ""Point""}";48.86811242522675, 2.3268561889341104
4892;LAMORICIERE (8) ELEM B;8 AVENUE LAMORICIERE;12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.4122502419822465, 48.84473017003697], ""type"": ""Point""}";48.84473017003697, 2.4122502419822465
4892;PYRENEES (291) ELEM B;291 RUE DES PYRENEES;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.394876559204671, 48.86929088174666], ""type"": ""Point""}";48.86929088174666, 2.394876559204671
4892;BELLES FEUILLES (3) POLY;3 IMPASSE DES BELLES FEUILLES;16ème Ardt;75116;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.2807781660877846, 48.868835717142865], ""type"": ""Point""}";48.868835717142865, 2.2807781660877846
4892;CARDINAL LEMOINE (24) ELEM;24 RUE DU CARDINAL LEMOINE;5ème Ardt;75105;2022-2023;ELE;;;;;"{""coordinates"": [2.3532818415788683, 48.84827305751572], ""type"": ""Point""}";48.84827305751572, 2.3532818415788683
4890;BUFFAULT (34) MAT;34 RUE BUFFAULT;9ème Ardt;75109;2022-2023;MAT;;;;;"{""coordinates"": [2.342510683558092, 48.876430241183726], ""type"": ""Point""}";48.876430241183726, 2.342510683558092
4890;BAYEN (56) MAT;56 RUE BAYEN;17ème Ardt;75117;2022-2023;MAT;;;;;"{""coordinates"": [2.29011418073213, 48.88354990061472], ""type"": ""Point""}";48.88354990061472, 2.29011418073213
4892;FAGON (13) ELEM;13 RUE FAGON;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.3569508083552697, 48.83254786248175], ""type"": ""Point""}";48.83254786248175, 2.3569508083552697
4892;EVA KOTCHEVER (4) POLY;4 RUE EVA KOTCHEVER;18ème Ardt;75118;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3576876625309735, 48.89716088986233], ""type"": ""Point""}";48.89716088986233, 2.3576876625309735
4892;TROIS BORNES (39) ELEM;39 RUE DES TROIS BORNES;11ème Ardt;75111;2022-2023;ELE;;;;;"{""coordinates"": [2.3746009950485596, 48.86734855731877], ""type"": ""Point""}";48.86734855731877, 2.3746009950485596
4890;RAMPAL (5-7) MAT;5 RUE RAMPAL;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.379682538097387, 48.873372460325896], ""type"": ""Point""}";48.873372460325896, 2.379682538097387
4890;TAPISSERIES (8) MAT;8 RUE DES TAPISSERIES;17ème Ardt;75117;2022-2023;MAT;;;;;"{""coordinates"": [2.3077232982113522, 48.88848050514574], ""type"": ""Point""}";48.88848050514574, 2.3077232982113522
4890;VILLIERS (22) MAT;22 AVENUE PORTE DE VILLIERS;17ème Ardt;75117;2022-2023;MAT;;;;;"{""coordinates"": [2.2855063149733303, 48.88495140132992], ""type"": ""Point""}";48.88495140132992, 2.2855063149733303
4890;SAUSSURE (48) MAT;48 RUE DE SAUSSURE;17ème Ardt;75117;2022-2023;MAT;;;;;"{""coordinates"": [2.3152503865210172, 48.885193147775894], ""type"": ""Point""}";48.885193147775894, 2.3152503865210172
4890;CHAT.DES RENTIERS (31) MAT;31 RUE DU CHATEAU DES RENTIERS;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.37017597547993, 48.82431489842899], ""type"": ""Point""}";48.82431489842899, 2.37017597547993
4890;EMILE LEPEU (44) MAT;44 RUE EMILE LEPEU;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.3882253908830355, 48.856683261395006], ""type"": ""Point""}";48.856683261395006, 2.3882253908830355
4890;VIVIENNE (11) MAT;11 RUE VIVIENNE;2ème Ardt;75102;2022-2023;MAT;;;;;"{""coordinates"": [2.3395002367160616, 48.86801044924347], ""type"": ""Point""}";48.86801044924347, 2.3395002367160616
4890;MURAT (162) MAT;162 BOULEVARD MURAT;16ème Ardt;75116;2022-2023;MAT;;;;;"{""coordinates"": [2.265105062095442, 48.838953773242956], ""type"": ""Point""}";48.838953773242956, 2.265105062095442
4890;ESPERANCE (12) MAT;12 RUE DE L'ESPERANCE;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.347942192656153, 48.826775926512816], ""type"": ""Point""}";48.826775926512816, 2.347942192656153
4890;VANDREZANNE (40) MAT;40 RUE VANDREZANNE;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.3531537130965767, 48.82785931453252], ""type"": ""Point""}";48.82785931453252, 2.3531537130965767
4892;JEANNE D ARC (30) ELEM B;30 PLACE JEANNE D'ARC;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.3688892064970237, 48.83008507701475], ""type"": ""Point""}";48.83008507701475, 2.3688892064970237
4892;TOUR D'AUVERGNE (45) ELEM;45 RUE DE LA TOUR D'AUVERGNE;9ème Ardt;75109;2022-2023;ELE;;;;;"{""coordinates"": [2.340911945925924, 48.879722479512736], ""type"": ""Point""}";48.879722479512736, 2.340911945925924
4892;BOILEAU (17-23) ELEM;17 RUE BOILEAU;16ème Ardt;75116;2022-2023;ELE;;;;;"{""coordinates"": [2.2652642274848054, 48.84634434555367], ""type"": ""Point""}";48.84634434555367, 2.2652642274848054
4892;MARYSE HILSZ (20) ELEM;20 RUE MARYSE HILSZ;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.4128899141500915, 48.850756462767364], ""type"": ""Point""}";48.850756462767364, 2.4128899141500915
4892;BIENFAISANCE (12 B) ELEM;12 bis RUE DE LA BIENFAISANCE;8ème Ardt;75108;2022-2023;ELE;;;;;"{""coordinates"": [2.319889926990038, 48.87680400093471], ""type"": ""Point""}";48.87680400093471, 2.319889926990038
4892;MARTEL (9) ELEM;9 RUE MARTEL;10ème Ardt;75110;2022-2023;ELE;;;;;"{""coordinates"": [2.3529146234831875, 48.873975166082054], ""type"": ""Point""}";48.873975166082054, 2.3529146234831875
COLLEGES (année scolaire 2022/2023);HENRI IV;23 RUE CLOVIS;5ème Ardt;75105;2022-2023;Collège;;;;;"{""coordinates"": [2.347383672470346, 48.846358092872286], ""type"": ""Point""}";48.846358092872286, 2.347383672470346
4890;RECOLLETS (23) MAT;23 PASSAGE DES RECOLLETS;10ème Ardt;75110;2022-2023;MAT;;;;;"{""coordinates"": [2.3606602751767336, 48.87458896279983], ""type"": ""Point""}";48.87458896279983, 2.3606602751767336
COLLEGES (année scolaire 2022/2023);BORIS VIAN;76 BOULEVARD BERTHIER;17ème Ardt;75117;2022-2023;Collège;;;;;"{""coordinates"": [2.3044618079108674, 48.890576927502146], ""type"": ""Point""}";48.890576927502146, 2.3044618079108674
COLLEGES (année scolaire 2022/2023);ROSE BLANCHE;101 RUE DE SAUSSURE;17ème Ardt;75117;2022-2023;Collège;;;;;"{""coordinates"": [2.310037489456155, 48.88933528450427], ""type"": ""Point""}";48.88933528450427, 2.310037489456155
4890;LEON SCHWARTZENBERG (11) MAT;11 RUE LEON SCHWARTZENBERG;10ème Ardt;75110;2022-2023;MAT;;;;;"{""coordinates"": [2.355248422695462, 48.87545394335968], ""type"": ""Point""}";48.87545394335968, 2.355248422695462
4892;GOUTTE D'OR (57) POLY;57 RUE DE LA GOUTTE D'OR;18ème Ardt;75118;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.351019164902994, 48.88506323432988], ""type"": ""Point""}";48.88506323432988, 2.351019164902994
4892;DUNOIS (64) ELEM;64 RUE DUNOIS;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.366908902090558, 48.8327478426862], ""type"": ""Point""}";48.8327478426862, 2.366908902090558
4892;PIERRE BUDIN (5) ELEM;5 RUE PIERRE BUDIN;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.3527287013006752, 48.889684350238106], ""type"": ""Point""}";48.889684350238106, 2.3527287013006752
4892;TANGER (17) ELEM;17 RUE DE TANGER;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.368120345247023, 48.885634471865814], ""type"": ""Point""}";48.885634471865814, 2.368120345247023
COLLEGES (année scolaire 2022/2023);GUILLAUME BUDE;7 RUE JEAN QUARRE;19ème Ardt;75119;2022-2023;Collège;;;;;"{""coordinates"": [2.3962860153598617, 48.87683379506429], ""type"": ""Point""}";48.87683379506429, 2.3962860153598617
COLLEGES (année scolaire 2022/2023);COLETTE BESSON;9 RUE DES PANOYAUX;20ème Ardt;75120;2022-2023;Collège;;;;;"{""coordinates"": [2.3849235011315018, 48.86642227484253], ""type"": ""Point""}";48.86642227484253, 2.3849235011315018
COLLEGES (année scolaire 2022/2023);CONDORCET;61 RUE D' AMSTERDAM;8ème Ardt;75108;2022-2023;Collège;;;;;"{""coordinates"": [2.32697162874192, 48.88097843520577], ""type"": ""Point""}";48.88097843520577, 2.32697162874192
4890;JOUFFROY (20) MAT;20 RUE JOUFFROY D'ABBANS;17ème Ardt;75117;2022-2023;MAT;;;;;"{""coordinates"": [2.310896770755844, 48.886500433015385], ""type"": ""Point""}";48.886500433015385, 2.310896770755844
4890;RETRAIT (24) MAT;24 RUE DU RETRAIT;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.3939428814266304, 48.8689793614618], ""type"": ""Point""}";48.8689793614618, 2.3939428814266304
4892;EUGENE REISZ (4) ELEM;4 RUE EUGENE REISZ;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.4108996524547845, 48.85660868082338], ""type"": ""Point""}";48.85660868082338, 2.4108996524547845
4892;ASSELINE (7) ELEM;7 RUE ASSELINE;14ème Ardt;75114;2022-2023;ELE;;;;;"{""coordinates"": [2.322696528996835, 48.83509126253949], ""type"": ""Point""}";48.83509126253949, 2.322696528996835
4890;SOMMERARD (10) MAT;10 RUE DU SOMMERARD;5ème Ardt;75105;2022-2023;MAT;;;;;"{""coordinates"": [2.34687168682565, 48.849943323831674], ""type"": ""Point""}";48.849943323831674, 2.34687168682565
4890;PAUL DUBOIS (6) MAT;;3ème Ardt;75103;2022-2023;MAT;;;;;"{""coordinates"": [2.361363398296804, 48.865333986587366], ""type"": ""Point""}";48.865333986587366, 2.361363398296804
4892;FOURCROY (12B) ELEM;12 bis RUE FOURCROY;17ème Ardt;75117;2022-2023;ELE;;;;;"{""coordinates"": [2.2973220022149365, 48.88074263795132], ""type"": ""Point""}";48.88074263795132, 2.2973220022149365
4892;SIMPLON (14) POLY;14 RUE SIMPLON;18ème Ardt;75118;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3514565316595917, 48.89357315361589], ""type"": ""Point""}";48.89357315361589, 2.3514565316595917
4892;PIERRE FONCIN (4) POLY B;4 RUE PIERRE FONCIN;20ème Ardt;75120;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.4093898611624813, 48.87134728251425], ""type"": ""Point""}";48.87134728251425, 2.4093898611624813
4892;VILLETTE (61) ELEM;61 RUE DE LA VILLETTE;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.388081995529941, 48.87841779580429], ""type"": ""Point""}";48.87841779580429, 2.388081995529941
4890;GENERAL LASALLE (5) MAT;5 RUE DU GENERAL LASALLE;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.3803052832570044, 48.87401987662739], ""type"": ""Point""}";48.87401987662739, 2.3803052832570044
4890;LESSEPS (9) MAT;9 RUE DE LESSEPS;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.4001687751364003, 48.858711483181985], ""type"": ""Point""}";48.858711483181985, 2.4001687751364003
4890;CHARLES HERMITE (2) MAT;2 RUE CHARLES HERMITE;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.369872461060125, 48.89991713437065], ""type"": ""Point""}";48.89991713437065, 2.369872461060125
4890;RICHARD LENOIR (13) MAT;13 BOULEVARD RICHARD LENOIR;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.3699973243979224, 48.85603881482629], ""type"": ""Point""}";48.85603881482629, 2.3699973243979224
4890;POULLETIER (18) MAT;18 RUE POULLETIER;4ème Ardt;75104;2022-2023;MAT;;;;;"{""coordinates"": [2.3583141395507186, 48.85147073607516], ""type"": ""Point""}";48.85147073607516, 2.3583141395507186
4890;VITRUVE (61) MAT;61 RUE VITRUVE;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.407038951132291, 48.85951672684382], ""type"": ""Point""}";48.85951672684382, 2.407038951132291
4892;PROVIDENCE (5) ELEM A;5 RUE DE LA PROVIDENCE;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.3488832432127746, 48.82534794391871], ""type"": ""Point""}";48.82534794391871, 2.3488832432127746
4892;RAMPAL (11) ELEM;11 RUE RAMPAL;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.379668279625725, 48.87371568774451], ""type"": ""Point""}";48.87371568774451, 2.379668279625725
4892;MIOLLIS (33 BIS) ELEM;33 bis RUE MIOLLIS;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.3023472724059744, 48.84538458709622], ""type"": ""Point""}";48.84538458709622, 2.3023472724059744
4892;LOUIS DE FUNES (2) POLY;2 ALLEE LOUIS DE FUNES;8ème Ardt;75108;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3058764604394946, 48.87590706075656], ""type"": ""Point""}";48.87590706075656, 2.3058764604394946
4892;AMPERE (18) ELEM;18 RUE AMPERE;17ème Ardt;75117;2022-2023;ELE;;;;;"{""coordinates"": [2.3049460969373756, 48.88531855079069], ""type"": ""Point""}";48.88531855079069, 2.3049460969373756
COLLEGES (année scolaire 2022/2023);OCTAVE GREARD;28 RUE DU GENERAL FOY;8ème Ardt;75108;2022-2023;Collège;;;;;"{""coordinates"": [2.3176935384015067, 48.87881482865127], ""type"": ""Point""}";48.87881482865127, 2.3176935384015067
4892;LE VAU (20) ELEM A;20 RUE LE VAU;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.411209868048887, 48.86753211258313], ""type"": ""Point""}";48.86753211258313, 2.411209868048887
4892;HOSPITAL. ST GERVAIS (10) POLY;10 R HOSPITALIERES ST GERVAIS;4ème Ardt;75104;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3591417819637286, 48.85791478449449], ""type"": ""Point""}";48.85791478449449, 2.3591417819637286
4890;BIENFAISANCE (12) MAT;12 RUE DE LA BIENFAISANCE;8ème Ardt;75108;2022-2023;MAT;;;;;"{""coordinates"": [2.320127040372979, 48.87681496263421], ""type"": ""Point""}";48.87681496263421, 2.320127040372979
4890;BROCHANT (28) MAT;28 RUE BROCHANT;17ème Ardt;75117;2022-2023;MAT;;;;;"{""coordinates"": [2.319584604422367, 48.88998517253306], ""type"": ""Point""}";48.88998517253306, 2.319584604422367
4890;EPINETTES (44) MAT;44 RUE DES EPINETTES;17ème Ardt;75117;2022-2023;MAT;;;;;"{""coordinates"": [2.324089590815981, 48.89706060780151], ""type"": ""Point""}";48.89706060780151, 2.324089590815981
COLLEGES (année scolaire 2022/2023);LEON GAMBETTA;149 AVENUE GAMBETTA;20ème Ardt;75120;2022-2023;Collège;;;;;"{""coordinates"": [2.402724143981059, 48.869999093875464], ""type"": ""Point""}";48.869999093875464, 2.402724143981059
4890;JOURDAIN (4) MAT;4 RUE DU JOURDAIN;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.389605634256414, 48.87451440609749], ""type"": ""Point""}";48.87451440609749, 2.389605634256414
4890;TRAVERSIERE (41) MAT;41 RUE TRAVERSIERE;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.3732439603398956, 48.847630956396955], ""type"": ""Point""}";48.847630956396955, 2.3732439603398956
COLLEGES (année scolaire 2022/2023);CLAUDE MONET;1 RUE DU DOCTEUR MAGNAN;13ème Ardt;75113;2022-2023;Collège;;;;;"{""coordinates"": [2.3623243534171525, 48.827434468723496], ""type"": ""Point""}";48.827434468723496, 2.3623243534171525
COLLEGES (année scolaire 2022/2023);PILATRE DE ROZIER;11 RUE BOUVIER;11ème Ardt;75111;2022-2023;Collège;;;;;"{""coordinates"": [2.387212273993633, 48.851962677558625], ""type"": ""Point""}";48.851962677558625, 2.387212273993633
4890;DAUTANCOURT (16) MAT;16 RUE DAUTANCOURT;17ème Ardt;75117;2022-2023;MAT;;;;;"{""coordinates"": [2.3244059541388356, 48.88952282638536], ""type"": ""Point""}";48.88952282638536, 2.3244059541388356
4892;BELLIARD (129) ELEM;129 RUE BELLIARD;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.335628779107625, 48.89634919984214], ""type"": ""Point""}";48.89634919984214, 2.335628779107625
COLLEGES (année scolaire 2022/2023);EVARISTE GALOIS;11 RUE DU DOCTEUR BOURNEVILLE;13ème Ardt;75113;2022-2023;Collège;;;;;"{""coordinates"": [2.358378714817569, 48.81844173613279], ""type"": ""Point""}";48.81844173613279, 2.358378714817569
4890;MARTEL (9) MAT;9 RUE MARTEL;10ème Ardt;75110;2022-2023;MAT;;;;;"{""coordinates"": [2.3529146234831875, 48.873975166082054], ""type"": ""Point""}";48.873975166082054, 2.3529146234831875
4890;TOURTILLE (39) MAT;39 RUE DE TOURTILLE;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.3805459447107165, 48.8720093929638], ""type"": ""Point""}";48.8720093929638, 2.3805459447107165
4892;LAS CASES (27) POLY;27 RUE LAS CASES;7ème Ardt;75107;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.318591447403378, 48.858978422295145], ""type"": ""Point""}";48.858978422295145, 2.318591447403378
COLLEGES (année scolaire 2022/2023);PAUL VALERY;38 BOULEVARD SOULT;12ème Ardt;75112;2022-2023;Collège;;;;;"{""coordinates"": [2.4091790646003752, 48.83984209312885], ""type"": ""Point""}";48.83984209312885, 2.4091790646003752
COLLEGES (année scolaire 2022/2023);JEAN DE LA FONTAINE;1 PLACE DE LA PORTE MOLITOR;16ème Ardt;75116;2022-2023;Collège;;;;;"{""coordinates"": [2.2565776954864436, 48.845190601685545], ""type"": ""Point""}";48.845190601685545, 2.2565776954864436
4890;ALLERAY (42) MAT;42 RUE D'ALLERAY;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.3034313404779265, 48.83670438789997], ""type"": ""Point""}";48.83670438789997, 2.3034313404779265
4890;ROQUETTE (144) MAT;144 RUE DE LA ROQUETTE;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.38230266486954, 48.8580748035193], ""type"": ""Point""}";48.8580748035193, 2.38230266486954
4890;BULLOURDE (4) MAT;4 PASSAGE BULLOURDE;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.376705198402277, 48.85455709951778], ""type"": ""Point""}";48.85455709951778, 2.376705198402277
4892;DAMREMONT (65) ELEM B;65 RUE DAMREMONT;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.335058903965475, 48.89195637084083], ""type"": ""Point""}";48.89195637084083, 2.335058903965475
4892;HENRI NOGUERES (10) POLY;10 RUE HENRI NOGUERES;19ème Ardt;75119;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3746839087651463, 48.88463842304931], ""type"": ""Point""}";48.88463842304931, 2.3746839087651463
4892;BELLEVILLE (77) ELEM A;77 BLD DE BELLEVILLE;11ème Ardt;75111;2022-2023;ELE;;;;;"{""coordinates"": [2.3774345605795686, 48.87127461968392], ""type"": ""Point""}";48.87127461968392, 2.3774345605795686
4892;ST SEBASTIEN (24) ELEM;24 RUE SAINT SEBASTIEN;11ème Ardt;75111;2022-2023;ELE;;;;;"{""coordinates"": [2.369445127094934, 48.861117342857185], ""type"": ""Point""}";48.861117342857185, 2.369445127094934
4892;TOURTILLE (38) ELEM;38 RUE DE TOURTILLE;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.380426212045084, 48.87230792478985], ""type"": ""Point""}";48.87230792478985, 2.380426212045084
4892;EMILE BOLLAERT (53) POLY;53 RUE EMILE BOLLAERT;19ème Ardt;75119;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3746351915586983, 48.89969071537215], ""type"": ""Point""}";48.89969071537215, 2.3746351915586983
4892;LOUVOIS (6) ELEM;6 RUE DE LOUVOIS;2ème Ardt;75102;2022-2023;ELE;;;;;"{""coordinates"": [2.3374870250719155, 48.86827460244168], ""type"": ""Point""}";48.86827460244168, 2.3374870250719155
4892;BRUXELLES (32) ELEM;32 RUE DE BRUXELLES;9ème Ardt;75109;2022-2023;ELE;;;;;"{""coordinates"": [2.3288013997792945, 48.882999745994724], ""type"": ""Point""}";48.882999745994724, 2.3288013997792945
4892;OLIVIER DE SERRES (27) ELEM;27 RUE OLIVIER DE SERRES;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.2968603794471623, 48.83561984016854], ""type"": ""Point""}";48.83561984016854, 2.2968603794471623
4892;ALAIN-FOURNIER ( 5) ELEM;5 SQUARE ALAIN-FOURNIER;14ème Ardt;75114;2022-2023;ELE;;;;;"{""coordinates"": [2.307674934788748, 48.828324298488255], ""type"": ""Point""}";48.828324298488255, 2.307674934788748
4892;FELIX FAURE (56) ELEM;56 AVENUE FELIX FAURE;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.2866154944624646, 48.84069866655919], ""type"": ""Point""}";48.84069866655919, 2.2866154944624646
COLLEGES (année scolaire 2022/2023);FLORA TRISTAN;4 RUE GALLERON;20ème Ardt;75120;2022-2023;Collège;;;;;"{""coordinates"": [2.404630008354641, 48.85874304494558], ""type"": ""Point""}";48.85874304494558, 2.404630008354641
4890;JEANNE D'ARC (32) MAT;32 PLACE JEANNE D'ARC;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.3680986900639502, 48.830265125567216], ""type"": ""Point""}";48.830265125567216, 2.3680986900639502
4890;DISQUE (30) MAT;30 RUE DU DISQUE;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.3646259156810836, 48.82566843285391], ""type"": ""Point""}";48.82566843285391, 2.3646259156810836
4890;CHARLES BAUDELAIRE (16) MAT;16 RUE CHARLES BAUDELAIRE;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.3769265685514185, 48.84949898664805], ""type"": ""Point""}";48.84949898664805, 2.3769265685514185
4892;DAMREMONT (67) ELEM A;67 RUE DAMREMONT;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.3353586926764733, 48.89237869925132], ""type"": ""Point""}";48.89237869925132, 2.3353586926764733
4892;PARC DES PRINCES (23) ELEM;23 AVENUE DU PARC DES PRINCES;16ème Ardt;75116;2022-2023;ELE;;;;;"{""coordinates"": [2.2546492073005466, 48.840918388943386], ""type"": ""Point""}";48.840918388943386, 2.2546492073005466
4890;JACQUIER (23) MAT;23 RUE JACQUIER;14ème Ardt;75114;2022-2023;MAT;;;;;"{""coordinates"": [2.3169979533660503, 48.82997508187904], ""type"": ""Point""}";48.82997508187904, 2.3169979533660503
4890;PICPUS (45) MAT;45 RUE DE PICPUS;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.396969894674865, 48.843464817594764], ""type"": ""Point""}";48.843464817594764, 2.396969894674865
4892;KUSS (8) ELEM;8 RUE KUSS;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.351305571901135, 48.8222309853145], ""type"": ""Point""}";48.8222309853145, 2.351305571901135
4892;FRANCOISE DORLEAC ELEM B;8 PLACE FRANCOISE DORLEAC;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.337452792317367, 48.8993899007631], ""type"": ""Point""}";48.8993899007631, 2.337452792317367
4892;BOISSIERE (56) POLY;56 RUE BOISSIERE;16ème Ardt;75116;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.288044144313185, 48.86804861016124], ""type"": ""Point""}";48.86804861016124, 2.288044144313185
4892;VICTOIRE (16) ELEM;16 RUE DE LA VICTOIRE;9ème Ardt;75109;2022-2023;ELE;;;;;"{""coordinates"": [2.339189892132677, 48.87514754428802], ""type"": ""Point""}";48.87514754428802, 2.339189892132677
4892;BERNARD BUFFET (14) POLY;14 RUE BERNARD BUFFET;17ème Ardt;75117;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3160474717627473, 48.891687680548905], ""type"": ""Point""}";48.891687680548905, 2.3160474717627473
4890;GUSTAVE ZEDE (5) MAT;5 RUE GUSTAVE ZEDE;16ème Ardt;75116;2022-2023;MAT;;;;;"{""coordinates"": [2.2728073732431824, 48.855739968153905], ""type"": ""Point""}";48.855739968153905, 2.2728073732431824
4890;JEAN MENANS (2) MAT;2 RUE JEAN MENANS;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.3787114440048027, 48.88105439132377], ""type"": ""Point""}";48.88105439132377, 2.3787114440048027
